Purchasing Document,System Status,Short-term charac.,Inspection Lot,Material Document,Material,Batch,Short text for inspection object,Order,Vendor Batch,Storage Location,Insp. start date,End of Inspection,Material,Purch. Organization,Insp. Lot Quantity,Vendor Name,SLED/BBD,Short text,Plant
,UD   ICCO STUP,0,30004057836,,1172919,0008090026,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106672732,,,14/03/2020,15/03/2020,,,"9,000.000",,14/09/2020,,5040
,UD   ICCO SPCO STUP,0,40002771754,6022187790,1172919,0008052518,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106650305,,2003,05/03/2020,16/03/2020,,,"8,870.000",,04/09/2020,,5040
,UD   ICCO STUP,0,30004047319,,1172919,0008052518,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106650305,,,03/03/2020,04/03/2020,,,"9,000.000",,04/09/2020,,5040
,UD   ICCO SPCO STUP,0,40002766655,6022142867,1172919,0008037499,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106640681,,2503,24/02/2020,06/03/2020,,,"8,928.000",,25/08/2020,,5040
,UD   ICCO STUP,0,30004041283,,1172919,0008037499,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106640681,,,23/02/2020,24/02/2020,,,"9,000.000",,25/08/2020,,5040
,UD   ICCO STUP,0,30004025116,,1172919,0007990334,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106609078,,,03/02/2020,04/02/2020,,,"9,000.000",,04/08/2020,,5040
,UD   ICCO SPCO STUP,0,40002756205,6022052678,1172919,0007990334,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106609078,,2004,03/02/2020,14/02/2020,,,"8,882.000",,04/08/2020,,5040
,INSP RREC,3,30004012995,,1172919,0007967388,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106590431,,,21/01/2020,21/01/2020,,,"9,000.000",,17/07/2020,,5040
,INSP RREC,4,30004015578,,1172919,0007972806,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106594594,,,21/01/2020,21/03/2020,,,"9,000.000",,,,5040
,UD   ICCO SPCO STUP,0,40002744370,6021957500,1172919,0007944481,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106573953,,2502,12/01/2020,23/01/2020,,,"2,735.000",,13/07/2020,,5040
,UD   ICCO STUP,0,30004008765,,1172919,0007944481,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106573953,,,11/01/2020,12/01/2020,,,"2,800.000",,13/07/2020,,5040
,UD   ICCO STUP,0,30003998467,,1172919,0007918047,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106554262,,,06/01/2020,06/01/2020,,,"3,000.000",,06/07/2020,,5040
,UD   ICCO SPCO STUP,0,40002740204,6021926159,1172919,0007918047,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106554262,,2002,05/01/2020,16/01/2020,,,"2,928.000",,06/07/2020,,5040
,UD   ICCO SPCO STUP,0,40002731452,6021812819,1172919,0007881355,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106525839,,2004,09/12/2019,20/12/2019,,,"8,921.000",,09/06/2020,,5040
,UD   ICCO STUP,0,30003983734,,1172919,0007881355,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106525839,,,04/12/2019,04/12/2019,,,"9,000.000",,09/06/2020,,5040
,UD   ICCO SPCO PRII STUP,0,40002726203,6021753315,1172919,0007864689,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106513448,,2504,27/11/2019,09/12/2019,,,"8,903.000",,28/05/2020,,5040
,UD   ICCO STUP,0,30003978689,,1172919,0007864689,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106513448,,,26/11/2019,27/11/2019,,,"9,000.000",,28/05/2020,,5040
,UD   ICCO SPCO STUP,0,40002701875,6021532428,1172919,0007772890,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106443404,,2003,07/10/2019,18/10/2019,,,"8,697.000",,07/04/2020,,5040
,UD   ICCO STUP,0,30003940491,,1172919,0007772890,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106443404,,,06/10/2019,06/10/2019,,,"9,000.000",,07/04/2020,,5040
,LTIN STIC SPCO STUP,0,40002695815,6021480662,1172919,0007749316,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106426202,,2004,25/09/2019,07/10/2019,,,"8,882.000",,26/03/2020,,5040
,UD   ICCO STUP,0,30003932664,,1172919,0007749316,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106426202,,,23/09/2019,24/09/2019,,,"9,000.000",,26/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002687305,6021407267,1172919,0007729004,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106408408,,2502,09/09/2019,20/09/2019,,,"2,738.000",,10/03/2020,,5040
,UD   ICCO STUP,0,30003919928,,1172919,0007729004,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106408408,,,08/09/2019,09/09/2019,,,"2,800.000",,10/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002670769,6021274476,1172919,0007654562,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106353029,,2004,07/08/2019,19/08/2019,,,"8,910.000",,06/02/2020,,5040
,UD   ICCO STUP,0,30003891739,,1172919,0007654562,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106353029,,,04/08/2019,05/08/2019,,,"9,000.000",,06/02/2020,,5040
,UD   ICCO SPCO STUP,0,40002666871,6021240414,1172919,0007640291,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106342880,,2003,31/07/2019,12/08/2019,,,"8,930.000",,30/01/2020,,5040
,UD   ICCO STUP,0,30003886980,,1172919,0007640291,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106342880,,,29/07/2019,30/07/2019,,,"9,000.000",,30/01/2020,,5040
,UD   ICCO SPCO STUP,0,40002652791,6021124686,1172919,0007581553,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106296227,,2004,04/07/2019,15/07/2019,,,"8,888.000",,03/01/2020,,5040
,UD   ICCO STUP,0,30003861420,,1172919,0007581553,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106296227,,,02/07/2019,03/07/2019,,,"9,000.000",,03/01/2020,,5040
,UD   ICCO SPCO STUP,0,40002639685,6021010752,1172919,0007540953,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106264583,,2004,10/06/2019,21/06/2019,,,"8,919.000",,10/12/2019,,5040
,UD   ICCO STUP,0,30003844490,,1172919,0007540953,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106264583,,,09/06/2019,10/06/2019,,,"9,000.000",,10/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002635548,6020977241,1172919,0007512718,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106242438,,2003,01/06/2019,12/06/2019,,,"8,943.000",,01/12/2019,,5040
,UD   ICCO STUP,0,30003834591,,1172919,0007512718,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106242438,,,25/05/2019,26/05/2019,,,"9,000.000",,01/12/2019,,5040
,UD   ICCO STUP,0,30003824772,,1172919,0007483009,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106219966,,,17/05/2019,18/05/2019,,,"9,000.000",,14/11/2019,,5040
,UD   ICCO SPCO STUP,0,40002626399,6020902291,1172919,0007483009,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106219966,,2504,15/05/2019,27/05/2019,,,"8,917.000",,14/11/2019,,5040
,UD   ICCO SPCO STUP,0,40002614857,6020801204,1172919,0007449792,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106193075,,2003,22/04/2019,03/05/2019,,,"4,864.000",,22/10/2019,,5040
,UD   ICCO STUP,0,30003806360,,1172919,0007449792,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106193075,,,21/04/2019,22/04/2019,,,"5,000.000",,22/10/2019,,5040
,UD   ICCO SPCO STUP,0,40002612071,6020773811,1172919,0007426758,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106175504,,2004,16/04/2019,29/04/2019,,,"8,879.000",,16/10/2019,,5040
,UD   ICCO STUP,0,30003801333,,1172919,0007426758,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106175504,,,15/04/2019,16/04/2019,,,"9,000.000",,16/10/2019,,5040
,UD   ICCO STUP,0,30003784781,,1172919,0007385599,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106146976,,,30/03/2019,31/03/2019,,,"5,000.000",,29/09/2019,,5040
,LTIN STIC SPCO STUP,0,40002603580,6020703160,1172919,0007385599,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106146976,,2004,30/03/2019,10/04/2019,,,"4,861.000",,29/09/2019,,5040
,UD   ICCO SPCO STUP,0,40002593382,6020607601,1172919,0007344845,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106115419,,2003,08/03/2019,19/03/2019,,,"8,884.000",,07/09/2019,,5040
,UD   ICCO STUP,0,30003769040,,1172919,0007344845,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106115419,,,06/03/2019,06/03/2019,,,"9,000.000",,07/09/2019,,5040
,UD   ICCO STUP,0,30003767529,,1172919,0007344292,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106115201,,,04/03/2019,05/03/2019,,,"5,000.000",,03/09/2019,,5040
,LTIN STIC SPCO STUP,0,40002590428,6020582850,1172919,0007344292,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106115201,,2003,04/03/2019,15/03/2019,,,"4,885.000",,03/09/2019,,5040
,LTIN STIC SPCO STUP,0,40002578018,6020479496,1172919,0007279730,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106066785,,2504,06/02/2019,18/02/2019,,,"8,950.000",,08/08/2019,,5040
,UD   ICCO STUP,0,30003748091,,1172919,0007279730,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106066785,,,05/02/2019,06/02/2019,,,"9,000.000",,08/08/2019,,5040
,LTIN STIC SPCO STUP,0,40002570637,6020418962,1172919,0007257071,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106049317,,2004,23/01/2019,04/02/2019,,,"8,877.000",,25/07/2019,,5040
,UD   ICCO STUP,0,30003733742,,1172919,0007257071,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106049317,,,21/01/2019,22/01/2019,,,"6,000.000",,25/07/2019,,5040
,UD   ICCO STUP,0,30003720450,,1172919,0007215982,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106017972,,,07/01/2019,07/01/2019,,,"3,000.000",,09/07/2019,,5040
,UD   ICCO SPCO STUP,0,40002561061,6020354337,1172919,0007215982,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106017972,,2001,07/01/2019,18/01/2019,,,"2,896.000",,09/07/2019,,5040
,UD   ICCO SPCO PRSI STUP,0,40002552622,6020247980,1172919,0007192683,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,105999026,,2001,11/12/2018,02/01/2019,,,"3,597.000",,12/06/2019,,5040
,UD   ICCO STUP,0,30003706327,,1172919,0007192683,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,105999026,,,10/12/2018,10/12/2018,,,"3,800.000",,12/06/2019,,5040
,UD   ICCO SPCO STUP,0,40002551184,6020224389,1172919,0007179245,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,105989808,,2004,06/12/2018,17/12/2018,,,"8,813.000",,07/06/2019,Made up as MA/6-100 recipe.,5040
,UD   ICCO STUP,0,30003701871,,1172919,0007179245,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,105989808,,,04/12/2018,05/12/2018,,,"9,000.000",,07/06/2019,,5040
,UD   ICCO SPCO STUP,0,40002535275,6020076580,1172919,0007120625,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,105942313,,2004,31/10/2018,05/11/2018,,,"8,541.553",,02/05/2019,,5040
,UD   ICCO STUP,0,30003677722,,1172919,0007120625,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,105942313,,,30/10/2018,31/10/2018,,,"9,000.000",,02/05/2019,,5040
,UD   ICCO STUP,0,30004769371,,1006884,0012735288,BCH LE-168.00/30/40/42 P2,108101307,,,13/03/2023,13/03/2023,,,"5,000.000",,12/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003254635,6026294959,1006884,0012735288,BCH LE-168.00/30/40/42 P2,108101307,,2503,13/03/2023,24/03/2023,,,"4,954.000",,12/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003235416,6026144684,1006884,0012639185,BCH LE-168.00/30/40/42 P2,108033836,,2502,18/01/2023,30/01/2023,,,"2,749.000",,20/07/2023,,5040
,UD   ICCO STUP,0,30004741965,,1006884,0012639185,BCH LE-168.00/30/40/42 P2,108033836,,,17/01/2023,18/01/2023,,,"2,800.000",,20/07/2023,,5040
,UD   ICCO SPCO STUP,0,40003215880,6025982467,1006884,0012463317,BCH LE-168.00/30/40/42 P2,107971789,,2502,17/11/2022,28/11/2022,,,"2,725.000",,19/05/2023,,5040
,UD   ICCO STUP,0,30004712123,,1006884,0012463317,BCH LE-168.00/30/40/42 P2,107971789,,,16/11/2022,17/11/2022,,,"2,800.000",,19/05/2023,,5040
,UD   ICCO STUP,0,30004688097,,1006884,0012307831,BCH LE-168.00/30/40/42 P2,107926373,,,04/10/2022,04/10/2022,,,"2,800.000",,05/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003200239,6025859304,1006884,0012307831,BCH LE-168.00/30/40/42 P2,107926373,,2501,04/10/2022,17/10/2022,,,"2,749.000",,05/04/2023,,5040
,UD   ICCO STUP,0,30004635773,,1006884,0011851388,BCH LE-168.00/30/40/42 P2,107821496,,,11/07/2022,11/07/2022,,,"2,800.000",,09/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003164179,6025587070,1006884,0011851388,BCH LE-168.00/30/40/42 P2,107821496,,2002,10/07/2022,21/07/2022,,,"2,735.000",,09/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003129458,6025339838,1006884,0011357343,BCH LE-168.00/30/40/42 P2,107714395,,2001,26/04/2022,09/05/2022,,,"3,738.000",,26/10/2022,,5040
,UD   ICCO STUP,0,30004582501,,1006884,0011357343,BCH LE-168.00/30/40/42 P2,107714395,,,25/04/2022,26/04/2022,,,"3,800.000",,26/10/2022,,5040
,UD   ICCO SPCO STUP,0,40003108291,6025169058,1006884,0011043826,BCH LE-168.00/30/40/42 P2,107647743,,2001,08/03/2022,21/03/2022,,,"2,753.000",,07/09/2022,,5040
,UD   ICCO STUP,0,30004546623,,1006884,0011043826,BCH LE-168.00/30/40/42 P2,107647743,,,07/03/2022,07/03/2022,,,"2,800.000",,07/09/2022,,5040
,UD   ICCO STUP,0,30004541605,,1006884,0010967051,BCH LE-168.00/30/40/42 P2,107629884,,,28/02/2022,28/02/2022,,,"2,800.000",,28/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003103920,6025138768,1006884,0010967051,BCH LE-168.00/30/40/42 P2,107629884,,2001,26/02/2022,09/03/2022,,,"2,735.000",,28/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003063763,6024755024,1006884,0010466494,BCH LE-168.00/30/40/42 P2,107511325,,2501,21/11/2021,02/12/2021,,,"1,746.000",,23/05/2022,,5040
,UD   ICCO STUP,0,30004478851,,1006884,0010466494,BCH LE-168.00/30/40/42 P2,107511325,,,20/11/2021,21/11/2021,,,"1,800.000",,23/05/2022,,5040
,UD   ICCO SPCO STUP,0,40003058031,6024705533,1006884,0010377038,BCH LE-168.00/30/40/42 P2,107493902,,2501,10/11/2021,22/11/2021,,,"2,640.000",,12/05/2022,,5040
,UD   ICCO STUP,0,30004471381,,1006884,0010377038,BCH LE-168.00/30/40/42 P2,107493902,,,09/11/2021,10/11/2021,,,"2,800.000",,12/05/2022,,5040
,UD   ICCO SPCO STUP,0,40003022923,6024376475,1006884,0009909225,BCH LE-168.00/30/40/42 P2,107392397,,2502,24/08/2021,06/09/2021,,,"2,527.000",,23/02/2022,,5040
,UD   ICCO STUP,0,30004419138,,1006884,0009909225,BCH LE-168.00/30/40/42 P2,107392397,,,23/08/2021,23/08/2021,,,"2,600.000",,23/02/2022,,5040
,UD   ICCO SPCO STUP,0,40002989384,6024099244,1006884,0009452985,BCH LE-168.00/30/40/42 P2,107285765,,2502,17/06/2021,28/06/2021,,,"2,715.000",,17/12/2021,,5040
,UD   ICCO STUP,0,30004369102,,1006884,0009452985,BCH LE-168.00/30/40/42 P2,107285765,,,16/06/2021,17/06/2021,,,"2,800.000",,17/12/2021,,5040
,UD   ICCO STUP,0,30004325976,,1006884,0009120140,BCH LE-168.00/30/40/42 P2,107210743,,,19/04/2021,19/04/2021,,,"2,800.000",,18/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002957115,6023843275,1006884,0009120140,BCH LE-168.00/30/40/42 P2,107210743,,2002,18/04/2021,29/04/2021,,,"2,702.000",,18/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002951057,6023796025,1006884,0009053354,BCH LE-168.00/30/40/42 P2,107191209,,2502,07/04/2021,19/04/2021,,,"2,712.000",,07/10/2021,,5040
,UD   ICCO STUP,0,30004315496,,1006884,0009053354,BCH LE-168.00/30/40/42 P2,107191209,,,06/04/2021,07/04/2021,,,"2,800.000",,07/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002926996,6023593812,1006884,0008893259,BCH LE-168.00/30/40/42 P2,107116922,,2502,17/02/2021,01/03/2021,,,"2,700.000",,19/08/2021,,5040
,UD   ICCO STUP,0,30004278698,,1006884,0008893259,BCH LE-168.00/30/40/42 P2,107116922,,,16/02/2021,17/02/2021,,,"2,800.000",,19/08/2021,,5040
,UD   ICCO SPCO STUP,0,40002891680,6023284990,1006884,0008692014,BCH LE-168.00/30/40/42 P2,107015646,,2502,30/11/2020,11/12/2020,,,"2,536.000",,01/06/2021,,5040
,UD   ICCO STUP,0,30004228582,,1006884,0008692014,BCH LE-168.00/30/40/42 P2,107015646,,,29/11/2020,30/11/2020,,,"2,600.000",,01/06/2021,,5040
,UD   ICCO SPCO STUP,0,40002866337,6023072215,1006884,0008566675,BCH LE-168.00/30/40/42 P2,106941822,,2001,06/10/2020,19/10/2020,,,"2,680.000",,07/04/2021,,5040
,UD   ICCO STUP,0,30004190519,,1006884,0008566675,BCH LE-168.00/30/40/42 P2,106941822,,,05/10/2020,06/10/2020,,,"2,800.000",,07/04/2021,,5040
,UD   ICCO STUP,0,30004166595,,1006884,0008495630,BCH LE-168.00/30/40/42 P2,106891511,,,30/08/2020,30/08/2020,,,"2,600.000",,01/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002849432,6022920183,1006884,0008495630,BCH LE-168.00/30/40/42 P2,106891511,,2502,30/08/2020,10/09/2020,,,"2,269.000",,01/03/2021,,5040
,UD   ICCO STUP,0,30004115038,,1006884,0008344243,BCH LE-168.00/30/40/42 P2,106799482,,,22/06/2020,22/06/2020,,,"2,800.000",,22/12/2020,,5040
,UD   ICCO SPCO STUP,0,40002817296,6022630290,1006884,0008344243,BCH LE-168.00/30/40/42 P2,106799482,,2002,22/06/2020,03/07/2020,,,"2,743.000",,22/12/2020,,5040
,UD   ICCO STUP,0,30004071993,,1006884,0008131269,BCH LE-168.00/30/40/42 P2,106701868,,,06/04/2020,06/04/2020,,,"2,800.000",,06/10/2020,,5040
,UD   ICCO SPCO STUP,0,40002789267,6022339580,1006884,0008131269,BCH LE-168.00/30/40/42 P2,106701868,,2501,06/04/2020,17/04/2020,,,"2,745.000",,06/10/2020,,5040
,UD   ICCO STUP,0,30004019328,,1006884,0007976824,BCH LE-168.00/30/40/42 P2,106598115,,,27/01/2020,27/01/2020,,,"2,800.000",,27/07/2020,,5040
,UD   ICCO SPCO STUP,0,40002751532,6022016604,1006884,0007976824,BCH LE-168.00/30/40/42 P2,106598115,,2001,26/01/2020,06/02/2020,,,"2,793.227",,27/07/2020,,5040
,UD   ICCO SPCO PRII STUP,0,40002722553,6021715380,1006884,0007852917,BCH LE-168.00/30/40/42 P2,106504131,,2502,19/11/2019,02/12/2019,,,"2,719.000",,20/05/2020,,5040
,UD   ICCO STUP,0,30003972967,,1006884,0007852917,BCH LE-168.00/30/40/42 P2,106504131,,,18/11/2019,19/11/2019,,,"2,800.000",,20/05/2020,,5040
,UD   ICCO STUP,0,30003935834,,1006884,0007761043,BCH LE-168.00/30/40/42 P2,106435695,,,30/09/2019,30/09/2019,,,"2,800.000",,31/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002698336,6021504515,1006884,0007761043,BCH LE-168.00/30/40/42 P2,106435695,,2001,30/09/2019,11/10/2019,,,"2,720.000",,31/03/2020,,5040
,UD   ICCO STUP,0,30003845792,,1006884,0007543394,BCH LE-168.00/30/40/42 P2,106266583,,,10/06/2019,10/06/2019,,,"2,800.000",,10/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002640309,6021015179,1006884,0007543394,BCH LE-168.00/30/40/42 P2,106266583,,2502,10/06/2019,21/06/2019,,,"2,718.000",,10/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002633013,6020952004,1006884,0007512466,BCH LE-168.00/30/40/42 P2,106242364,,2501,27/05/2019,07/06/2019,,,"2,500.000",,26/11/2019,,5040
,UD   ICCO STUP,0,30003834729,,1006884,0007512466,BCH LE-168.00/30/40/42 P2,106242364,,,26/05/2019,27/05/2019,,,"2,600.000",,26/11/2019,,5040
,UD   ICCO SPCO STUP,0,40002619210,6020837911,1006884,0007456017,BCH LE-168.00/30/40/42 P2,106199157,,2502,01/05/2019,13/05/2019,,,"2,509.000",,31/10/2019,,5040
,UD   ICCO STUP,0,30003813601,,1006884,0007456017,BCH LE-168.00/30/40/42 P2,106199157,,,30/04/2019,01/05/2019,,,"2,600.000",,31/10/2019,,5040
,LTIN STIC SPCO STUP,0,40002593916,6020617376,1006884,0007344313,BCH LE-168.00/30/40/42 P2,106115203,,2504,12/03/2019,25/03/2019,,,"4,936.000",,11/09/2019,,5040
,UD   ICCO STUP,0,30003773288,,1006884,0007344313,BCH LE-168.00/30/40/42 P2,106115203,,,09/03/2019,10/03/2019,,,"5,000.000",,11/09/2019,,5040
,UD   ICCO STUP,0,30003706938,,1006884,0007191097,BCH LE-168.00/30/40/42 P2,105998255,,,10/12/2018,10/12/2018,,,"2,800.000",,11/06/2019,,5040
,LTIN STIC SPCO STUP,0,40002552293,6020241764,1006884,0007191097,BCH LE-168.00/30/40/42 P2,105998255,,2502,10/12/2018,21/12/2018,,,"2,733.000",,11/06/2019,,5040
,UD   ICCO STUP,0,30004769667,,1036590,0012726927,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108096251,,,16/03/2023,16/03/2023,,,"1,200.000",,13/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003255479,6026296512,1036590,0012726927,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108096251,,2603,14/03/2023,27/03/2023,,,"1,181.000",,13/09/2023,,5040
,UD   ICCO STUP,0,30004762877,,1036590,0012704164,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108080114,,,02/03/2023,02/03/2023,,,"1,200.000",,30/08/2023,,5040
,UD   ICCO SPCO STUP,0,40003250011,6026259820,1036590,0012704164,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108080114,,2603,28/02/2023,13/03/2023,,,"1,172.000",,30/08/2023,,5040
,UD   ICCO STUP,0,30004755130,,1036590,0012677325,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108060668,,,14/02/2023,14/02/2023,,,"1,200.000",,16/08/2023,,5040
,UD   ICCO SPCO STUP,0,40003244421,6026217757,1036590,0012677325,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108060668,,2603,14/02/2023,27/02/2023,,,"1,179.000",,16/08/2023,,5040
,UD   ICCO STUP,0,30004726455,,1036590,0012593549,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108002422,,,15/12/2022,15/12/2022,,,"1,200.000",,14/06/2023,,5040
,UD   ICCO SPCO STUP,0,40003225209,6026051332,1036590,0012593549,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,108002422,,2603,13/12/2022,03/01/2023,,,"1,171.000",,14/06/2023,,5040
,UD   ICCO STUP,0,30004685752,,1036590,0012282032,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107913400,,,28/09/2022,28/09/2022,,,"1,200.000",,30/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003198670,6025840825,1036590,0012282032,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107913400,,2604,28/09/2022,10/10/2022,,,"1,214.698",,30/03/2023,,5040
,UD   ICCO STUP,0,30004649510,,1036590,0011968809,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107842003,,,04/08/2022,04/08/2022,,,"1,200.000",,02/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003175496,6025668034,1036590,0011968809,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107842003,,2604,03/08/2022,15/08/2022,,,"1,185.000",,02/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003166224,6025604620,1036590,0011838666,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107817335,,8516,15/07/2022,26/07/2022,,,895.900,,14/01/2023,,5040
,UD   ICCO STUP,0,30004638508,,1036590,0011838666,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107817335,,,11/07/2022,11/07/2022,,,900.000,,14/01/2023,,5040
,UD   ICCO STUP,0,30004630824,,1036590,0011781472,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107807264,,,05/07/2022,05/07/2022,,,250.000,,03/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003160559,6025567891,1036590,0011781472,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107807264,,8601,04/07/2022,15/07/2022,,,243.900,,03/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003149347,6025486114,1036590,0011619507,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107769534,,2604,09/06/2022,20/06/2022,,,"1,183.000",,09/12/2022,,5040
,UD   ICCO STUP,0,30004611033,,1036590,0011619507,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107769534,,,03/06/2022,04/06/2022,,,"1,200.000",,09/12/2022,,5040
,UD   ICCO STUP,0,30004589418,,1036590,0011441377,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107731815,,,12/05/2022,12/05/2022,,,"1,200.000",,10/11/2022,,5040
,UD   ICCO SPCO STUP,0,40003135973,6025390483,1036590,0011441377,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107731815,,2603,11/05/2022,23/05/2022,,,"1,185.000",,10/11/2022,,5040
,UD   ICCO SPCO STUP,0,40003118205,6025251735,1036590,0011159216,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107671161,,2602,31/03/2022,11/04/2022,,,"1,178.000",,30/09/2022,,5040
,UD   ICCO STUP,0,30004563818,,1036590,0011159216,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107671161,,,29/03/2022,30/03/2022,,,"1,200.000",,30/09/2022,,5040
,UD   ICCO STUP,0,30004542808,,1036590,0010961757,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,107627021,,,03/03/2022,03/03/2022,,,800.000,,02/09/2022,,5040
